sourcefile	id	specie	author	endemic_genus	endemic_specie	endemic_subspecie	origin	category	habitat	id_biota	gpsdatetime	latitude	longitude	gpsaltitude	name	medium	class	family	endemicity	domain	division	phylo	order	presence
images/dropbox_links_plantae/FV0377-Lycium intricatum-Boiss-eg_no-ee_no--ns--TC_LHR-F01103.jpg	FV0377	Lycium intricatum	Boiss	NO	NO	-	Nativo seguro	Especie nativa	TC_LHR	F01103	17/05/2024	27.9846582777778	-15.7747695555556	115.978	Espino, espino de mar	Terrestre	Magnoliopsida	Solanaceae	No endémico	Plantae	Spermatophyta	NA	Solanales	Ps Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV0378-Artemisia thuscula-Cav.-eg_no-ee_si--ns--TC_BT_LHR-F01428.jpg	FV0378	Artemisia thuscula	Cav.	NO	SI	-	Nativo seguro	Especie nativa	TC_BT_LHR	F01428	17/05/2024	27.9847	-15.7749449166667	116.624	Incienso canario, incienso morisco, abrotano, incensio	Terrestre	Magnoliopsida	Asteraceae	Endémico	Plantae	Spermatophyta	NA	Asterales	Hs Ps Gs Ts Cs
images/dropbox_links_plantae/FV0382-Launaea arborescens-(Batt.) Murb.-eg_no-ee_no--ns--CC_LHR-F01584.jpg	FV0382	Launaea arborescens	(Batt.) Murb.	NO	NO	-	Nativo seguro	Especie nativa	CC_LHR	F01584	18/05/2024	27.74545225	-15.5954921111111	56.567	Ahulaga, aulaga, julaga	Terrestre	Magnoliopsida	Asteraceae	No endémico	Plantae	Spermatophyta	NA	Asterales	Hs Ps Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV0383-Cyperus capitatus-Vand.-eg_no-ee_no--ns--HS_LHR-F01838.jpg	FV0383	Cyperus capitatus	Vand.	NO	NO	-	Nativo seguro	Especie nativa	HS_LHR	F01838	18/05/2024	27.7446826944444	-15.5950091944444	52.128	Juncia marina, Junquillo	Terrestre	Liliopsida	Cyperaceae	No endémico	Plantae	Spermatophyta	NA	Cyperales	Ps Ts Cs Fs Ls
images/dropbox_links_plantae/FV0384-Heliotropium ramosissimum-(Lehm.) Sieber ex DC-eg_no-ee_no--ns--LHR_HMRN-F01203.jpg	FV0384	Heliotropium ramosissimum	(Lehm.) Sieber ex DC	NO	NO	-	Nativo seguro	Especie nativa	LHR_HMRN	F01203	18/05/2024	27.7445928888889	-15.5948191944444	51.804	Camellera, hierba camellera, alacrancillo, heliotropo	Terrestre	Magnoliopsida	Boraginaceae	No endémico	Plantae	Spermatophyta	NA	Boraginales	Ps Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV0385-Launaea arborescens-(Batt.) Murb.-eg_no-ee_no--ns--CC_LHR-F01584.jpg	FV0385	Launaea arborescens	(Batt.) Murb.	NO	NO	-	Nativo seguro	Especie nativa	CC_LHR	F01584	18/05/2024	27.7443785	-15.5945792777778	50.228	Ahulaga, aulaga, julaga	Terrestre	Magnoliopsida	Asteraceae	No endémico	Plantae	Spermatophyta	NA	Asterales	Hs Ps Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV0386-Heliotropium ramosissimum-(Lehm.) Sieber ex DC-eg_no-ee_no--ns--LHR_HMRN-F01203.jpg	FV0386	Heliotropium ramosissimum	(Lehm.) Sieber ex DC	NO	NO	-	Nativo seguro	Especie nativa	LHR_HMRN	F01203	18/05/2024	27.7442850277778	-15.5937760277778	53.865	Camellera, hierba camellera, alacrancillo, heliotropo	Terrestre	Magnoliopsida	Boraginaceae	No endémico	Plantae	Spermatophyta	NA	Boraginales	Ps Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV0387-Heliotropium ramosissimum-(Lehm.) Sieber ex DC-eg_no-ee_no--ns--LHR_HMRN-F01203.jpg	FV0387	Heliotropium ramosissimum	(Lehm.) Sieber ex DC	NO	NO	-	Nativo seguro	Especie nativa	LHR_HMRN	F01203	18/05/2024	27.7442238888889	-15.5934336944444	53.229	Camellera, hierba camellera, alacrancillo, heliotropo	Terrestre	Magnoliopsida	Boraginaceae	No endémico	Plantae	Spermatophyta	NA	Boraginales	Ps Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV0390-Cyperus capitatus-Vand.-eg_no-ee_no--ns--HS_LHR-F01838.jpg	FV0390	Cyperus capitatus	Vand.	NO	NO	-	Nativo seguro	Especie nativa	HS_LHR	F01838	18/05/2024	27.7444284166667	-15.5928583888889	50.752	Juncia marina, Junquillo	Terrestre	Liliopsida	Cyperaceae	No endémico	Plantae	Spermatophyta	NA	Cyperales	Ps Ts Cs Fs Ls
images/dropbox_links_plantae/FV0392-Launaea arborescens-(Batt.) Murb.-eg_no-ee_no--ns--CC_LHR-F01584.jpg	FV0392	Launaea arborescens	(Batt.) Murb.	NO	NO	-	Nativo seguro	Especie nativa	CC_LHR	F01584	18/05/2024	27.7444946388889	-15.5918718888889	49.111	Ahulaga, aulaga, julaga	Terrestre	Magnoliopsida	Asteraceae	No endémico	Plantae	Spermatophyta	NA	Asterales	Hs Ps Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV0393-Heliotropium ramosissimum-(Lehm.) Sieber ex DC-eg_no-ee_no--ns--LHR_HMRN-F01203.jpg	FV0393	Heliotropium ramosissimum	(Lehm.) Sieber ex DC	NO	NO	-	Nativo seguro	Especie nativa	LHR_HMRN	F01203	18/05/2024	27.7444679444444	-15.59168375	57.515	Camellera, hierba camellera, alacrancillo, heliotropo	Terrestre	Magnoliopsida	Boraginaceae	No endémico	Plantae	Spermatophyta	NA	Boraginales	Ps Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV0394-Plocama pendula-Aiton-eg_si-ee_si--ns--TC-F01091.jpg	FV0394	Plocama pendula	Aiton	SI	SI	-	Nativo seguro	Especie nativa	TC	F01091	18/05/2024	27.7444466111111	-15.5913781388889	55.453	Balo	Terrestre	Magnoliopsida	Rubiaceae	Endémico	Plantae	Spermatophyta	NA	Gentianales	Hs Ps Gs Ts Cs Fs
images/dropbox_links_plantae/FV0396-Heliotropium ramosissimum-(Lehm.) Sieber ex DC-eg_no-ee_no--ns--LHR_HMRN-F01203.jpg	FV0396	Heliotropium ramosissimum	(Lehm.) Sieber ex DC	NO	NO	-	Nativo seguro	Especie nativa	LHR_HMRN	F01203	18/05/2024	27.7431857222222	-15.5897741666667	48.998	Camellera, hierba camellera, alacrancillo, heliotropo	Terrestre	Magnoliopsida	Boraginaceae	No endémico	Plantae	Spermatophyta	NA	Boraginales	Ps Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV0397-Launaea arborescens-(Batt.) Murb.-eg_no-ee_no--ns--CC_LHR-F01584.jpg	FV0397	Launaea arborescens	(Batt.) Murb.	NO	NO	-	Nativo seguro	Especie nativa	CC_LHR	F01584	18/05/2024	27.7431663055556	-15.5899641388889	48.986	Ahulaga, aulaga, julaga	Terrestre	Magnoliopsida	Asteraceae	No endémico	Plantae	Spermatophyta	NA	Asterales	Hs Ps Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV0398-Heliotropium ramosissimum-(Lehm.) Sieber ex DC-eg_no-ee_no--ns--LHR_HMRN-F01203.jpg	FV0398	Heliotropium ramosissimum	(Lehm.) Sieber ex DC	NO	NO	-	Nativo seguro	Especie nativa	LHR_HMRN	F01203	18/05/2024	NA	NA	NA	Camellera, hierba camellera, alacrancillo, heliotropo	Terrestre	Magnoliopsida	Boraginaceae	No endémico	Plantae	Spermatophyta	NA	Boraginales	Ps Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV0399-Heliotropium ramosissimum-(Lehm.) Sieber ex DC-eg_no-ee_no--ns--LHR_HMRN-F01203.jpg	FV0399	Heliotropium ramosissimum	(Lehm.) Sieber ex DC	NO	NO	-	Nativo seguro	Especie nativa	LHR_HMRN	F01203	18/05/2024	27.7413395833333	-15.5898211388889	55.931	Camellera, hierba camellera, alacrancillo, heliotropo	Terrestre	Magnoliopsida	Boraginaceae	No endémico	Plantae	Spermatophyta	NA	Boraginales	Ps Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV0400-Launaea arborescens-(Batt.) Murb.-eg_no-ee_no--ns--CC_LHR-F01584.jpg	FV0400	Launaea arborescens	(Batt.) Murb.	NO	NO	-	Nativo seguro	Especie nativa	CC_LHR	F01584	18/05/2024	27.7413538333333	-15.5898186388889	51.735	Ahulaga, aulaga, julaga	Terrestre	Magnoliopsida	Asteraceae	No endémico	Plantae	Spermatophyta	NA	Asterales	Hs Ps Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV0401-Plocama pendula-Aiton-eg_si-ee_si--ns--TC-F01091.jpg	FV0401	Plocama pendula	Aiton	SI	SI	-	Nativo seguro	Especie nativa	TC	F01091	18/05/2024	27.741155	-15.58973925	44.278	Balo	Terrestre	Magnoliopsida	Rubiaceae	Endémico	Plantae	Spermatophyta	NA	Gentianales	Hs Ps Gs Ts Cs Fs
images/dropbox_links_plantae/FV0402-Heliotropium ramosissimum-(Lehm.) Sieber ex DC-eg_no-ee_no--ns--LHR_HMRN-F01203.jpg	FV0402	Heliotropium ramosissimum	(Lehm.) Sieber ex DC	NO	NO	-	Nativo seguro	Especie nativa	LHR_HMRN	F01203	18/05/2024	27.7411289444444	-15.5897255833333	44.145	Camellera, hierba camellera, alacrancillo, heliotropo	Terrestre	Magnoliopsida	Boraginaceae	No endémico	Plantae	Spermatophyta	NA	Boraginales	Ps Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV0403-Suaeda vermiculata-Forssk. ex J. F. Gmel.-eg_no-ee_no--isn-ei-CC_HMRN-F02407.jpg	FV0403	Suaeda vermiculata	Forssk. ex J. F. Gmel.	NO	NO	-	Introducido seguro no invasor	Especie introducida	CC_HMRN	F02407	18/05/2024	27.7403486666667	-15.5887652777778	50.382	NA	Terrestre	Magnoliopsida	Chenopodiaceae	No endémico	Plantae	Spermatophyta	NA	Caryophyllales	Ts Cs Fs Ls
images/dropbox_links_plantae/FV0404-Suaeda vermiculata-Forssk. ex J. F. Gmel.-eg_no-ee_no--isn-ei-CC_HMRN-F02407.jpg	FV0404	Suaeda vermiculata	Forssk. ex J. F. Gmel.	NO	NO	-	Introducido seguro no invasor	Especie introducida	CC_HMRN	F02407	18/05/2024	27.7403900555556	-15.5886730833333	43.368	NA	Terrestre	Magnoliopsida	Chenopodiaceae	No endémico	Plantae	Spermatophyta	NA	Caryophyllales	Ts Cs Fs Ls
images/dropbox_links_plantae/FV0405-Suaeda vermiculata-Forssk. ex J. F. Gmel.-eg_no-ee_no--isn-ei-CC_HMRN-F02407.jpg	FV0405	Suaeda vermiculata	Forssk. ex J. F. Gmel.	NO	NO	-	Introducido seguro no invasor	Especie introducida	CC_HMRN	F02407	18/05/2024	27.7403843611111	-15.5886743055556	43.835	NA	Terrestre	Magnoliopsida	Chenopodiaceae	No endémico	Plantae	Spermatophyta	NA	Caryophyllales	Ts Cs Fs Ls
images/dropbox_links_plantae/FV0406-Juncus acutus-L.-eg_no-ee_no--np---F02230.jpg	FV0406	Juncus acutus	L.	NO	NO	-	Nativo probable	Especie nativa		F02230	18/05/2024	27.7403645277778	-15.5886113055556	43.289	NA	Terrestre	Liliopsida	Juncaceae	No endémico	Plantae	Spermatophyta	NA	Juncales	Ps Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV0407-Juncus acutus-L.-eg_no-ee_no--np---F02230.jpg	FV0407	Juncus acutus	L.	NO	NO	-	Nativo probable	Especie nativa		F02230	18/05/2024	27.7403544166667	-15.5885687777778	44.336	NA	Terrestre	Liliopsida	Juncaceae	No endémico	Plantae	Spermatophyta	NA	Juncales	Ps Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV0408-Suaeda vermiculata-Forssk. ex J. F. Gmel.-eg_no-ee_no--isn-ei-CC_HMRN-F02407.jpg	FV0408	Suaeda vermiculata	Forssk. ex J. F. Gmel.	NO	NO	-	Introducido seguro no invasor	Especie introducida	CC_HMRN	F02407	18/05/2024	27.7402247222222	-15.5884732777778	45.037	NA	Terrestre	Magnoliopsida	Chenopodiaceae	No endémico	Plantae	Spermatophyta	NA	Caryophyllales	Ts Cs Fs Ls
images/dropbox_links_plantae/FV0409-Juncus acutus-L.-eg_no-ee_no--np---F02230.jpg	FV0409	Juncus acutus	L.	NO	NO	-	Nativo probable	Especie nativa		F02230	18/05/2024	27.7402401388889	-15.5884110277778	44.761	NA	Terrestre	Liliopsida	Juncaceae	No endémico	Plantae	Spermatophyta	NA	Juncales	Ps Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV0411-Juncus acutus-L.-eg_no-ee_no--np---F02230.jpg	FV0411	Juncus acutus	L.	NO	NO	-	Nativo probable	Especie nativa		F02230	18/05/2024	27.7412334722222	-15.5967207777778	0	NA	Terrestre	Liliopsida	Juncaceae	No endémico	Plantae	Spermatophyta	NA	Juncales	Ps Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV0412-Suaeda vermiculata-Forssk. ex J. F. Gmel.-eg_no-ee_no--isn-ei-CC_HMRN-F02407.jpg	FV0412	Suaeda vermiculata	Forssk. ex J. F. Gmel.	NO	NO	-	Introducido seguro no invasor	Especie introducida	CC_HMRN	F02407	18/05/2024	27.7392737222222	-15.5881762222222	49.469	NA	Terrestre	Magnoliopsida	Chenopodiaceae	No endémico	Plantae	Spermatophyta	NA	Caryophyllales	Ts Cs Fs Ls
images/dropbox_links_plantae/FV0432-Juncus acutus-L.-eg_no-ee_no--np---F02230.jpg	FV0432	Juncus acutus	L.	NO	NO	-	Nativo probable	Especie nativa		F02230	18/05/2024	27.7387970833333	-15.5887612777778	45.888	NA	Terrestre	Liliopsida	Juncaceae	No endémico	Plantae	Spermatophyta	NA	Juncales	Ps Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV0434-Juncus acutus-L.-eg_no-ee_no--np---F02230.jpg	FV0434	Juncus acutus	L.	NO	NO	-	Nativo probable	Especie nativa		F02230	18/05/2024	27.7388072777778	-15.58883225	44.723	NA	Terrestre	Liliopsida	Juncaceae	No endémico	Plantae	Spermatophyta	NA	Juncales	Ps Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV0435-Juncus acutus-L.-eg_no-ee_no--np---F02230.jpg	FV0435	Juncus acutus	L.	NO	NO	-	Nativo probable	Especie nativa		F02230	18/05/2024	27.7388075555556	-15.5888232777778	44.996	NA	Terrestre	Liliopsida	Juncaceae	No endémico	Plantae	Spermatophyta	NA	Juncales	Ps Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV0436-Suaeda vermiculata-Forssk. ex J. F. Gmel.-eg_no-ee_no--isn-ei-CC_HMRN-F02407.jpg	FV0436	Suaeda vermiculata	Forssk. ex J. F. Gmel.	NO	NO	-	Introducido seguro no invasor	Especie introducida	CC_HMRN	F02407	18/05/2024	27.7388318888889	-15.5888250555556	44.023	NA	Terrestre	Magnoliopsida	Chenopodiaceae	No endémico	Plantae	Spermatophyta	NA	Caryophyllales	Ts Cs Fs Ls
images/dropbox_links_plantae/FV0438-Suaeda vermiculata-Forssk. ex J. F. Gmel.-eg_no-ee_no--isn-ei-CC_HMRN-F02407.jpg	FV0438	Suaeda vermiculata	Forssk. ex J. F. Gmel.	NO	NO	-	Introducido seguro no invasor	Especie introducida	CC_HMRN	F02407	18/05/2024	27.73882625	-15.5887895555556	111.101	NA	Terrestre	Magnoliopsida	Chenopodiaceae	No endémico	Plantae	Spermatophyta	NA	Caryophyllales	Ts Cs Fs Ls
images/dropbox_links_plantae/FV0439-Launaea arborescens-(Batt.) Murb.-eg_no-ee_no--ns--CC_LHR-F01584.jpg	FV0439	Launaea arborescens	(Batt.) Murb.	NO	NO	-	Nativo seguro	Especie nativa	CC_LHR	F01584	18/05/2024	27.7389618055556	-15.5882504722222	44.822	Ahulaga, aulaga, julaga	Terrestre	Magnoliopsida	Asteraceae	No endémico	Plantae	Spermatophyta	NA	Asterales	Hs Ps Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV0440-Suaeda vermiculata-Forssk. ex J. F. Gmel.-eg_no-ee_no--isn-ei-CC_HMRN-F02407.jpg	FV0440	Suaeda vermiculata	Forssk. ex J. F. Gmel.	NO	NO	-	Introducido seguro no invasor	Especie introducida	CC_HMRN	F02407	18/05/2024	27.7390539444444	-15.5882076388889	44.007	NA	Terrestre	Magnoliopsida	Chenopodiaceae	No endémico	Plantae	Spermatophyta	NA	Caryophyllales	Ts Cs Fs Ls
images/dropbox_links_plantae/FV0441-Launaea arborescens-(Batt.) Murb.-eg_no-ee_no--ns--CC_LHR-F01584.jpg	FV0441	Launaea arborescens	(Batt.) Murb.	NO	NO	-	Nativo seguro	Especie nativa	CC_LHR	F01584	18/05/2024	27.7390690833333	-15.5882153333333	45.191	Ahulaga, aulaga, julaga	Terrestre	Magnoliopsida	Asteraceae	No endémico	Plantae	Spermatophyta	NA	Asterales	Hs Ps Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV0442-Cyperus laevigatus-L.-eg_no-ee_no--np---F02156.jpg	FV0442	Cyperus laevigatus	L.	NO	NO	-	Nativo probable	Especie nativa		F02156	18/05/2024	27.7380970833333	-15.5909297222222	42.053	NA	Terrestre	Liliopsida	Cyperaceae	No endémico	Plantae	Spermatophyta	NA	Cyperales	Ps Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV0443-Cyperus laevigatus-L.-eg_no-ee_no--np---F02156.jpg	FV0443	Cyperus laevigatus	L.	NO	NO	-	Nativo probable	Especie nativa		F02156	18/05/2024	27.7378337777778	-15.59088975	63.617	NA	Terrestre	Liliopsida	Cyperaceae	No endémico	Plantae	Spermatophyta	NA	Cyperales	Ps Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV0444-Suaeda vera-Forssk. ex J.F. Gmel.-eg_no-ee_no--ns--CC_HS-F00279.jpg	FV0444	Suaeda vera	Forssk. ex J.F. Gmel.	NO	NO	-	Nativo seguro	Especie nativa	CC_HS	F00279	18/05/2024	27.7367953055556	-15.5945215277778	40.665	Matomoro común	Terrestre	Magnoliopsida	Chenopodiaceae	No endémico	Plantae	Spermatophyta	NA	Caryophyllales	Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV0445-Suaeda vera-Forssk. ex J.F. Gmel.-eg_no-ee_no--ns--CC_HS-F00279.jpg	FV0445	Suaeda vera	Forssk. ex J.F. Gmel.	NO	NO	-	Nativo seguro	Especie nativa	CC_HS	F00279	18/05/2024	27.7368615555556	-15.5944541944444	51.94	Matomoro común	Terrestre	Magnoliopsida	Chenopodiaceae	No endémico	Plantae	Spermatophyta	NA	Caryophyllales	Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV0446-Limoniastrum monopetalum-Boiss. in A. DC.-eg_no-ee_no--isi-ei-CC-F02121.jpg	FV0446	Limoniastrum monopetalum	Boiss. in A. DC.	NO	NO	-	Introducido seguro invasor	Especie introducida	CC	F02121	18/05/2024	27.7373443055556	-15.5943580555556	48.506	Salitrosa	Terrestre	Magnoliopsida	Plumbaginaceae	No endémico	Plantae	Spermatophyta	NA	Caryophyllales	Ts Cs Fs
images/dropbox_links_plantae/FV0447-Schizogyne glaberrima-DC-eg_no-ee_si--ns--TC-F01647.jpg	FV0447	Schizogyne glaberrima	DC	NO	SI	-	Nativo seguro	Especie nativa	TC	F01647	18/05/2024	27.7372650833333	-15.595523	61.6	Salado verde	Terrestre	Magnoliopsida	Asteraceae	Endémico	Plantae	Spermatophyta	NA	Asterales	Ts Cs Fs
images/dropbox_links_plantae/FV0448-Maireana brevifolia-(R. Br.) P.G. Wilson-eg_no-ee_no--isi-ei--F02075.jpg	FV0448	Maireana brevifolia	(R. Br.) P.G. Wilson	NO	NO	-	Introducido seguro invasor	Especie introducida		F02075	18/05/2024	27.7408241944444	-15.5965255	45.672	Mato azul, pinillo de Mairena	Terrestre	Magnoliopsida	Chenopodiaceae	No endémico	Plantae	Spermatophyta	NA	Caryophyllales	Cs Fs
images/dropbox_links_plantae/FV0449-Maireana brevifolia-(R. Br.) P.G. Wilson-eg_no-ee_no--isi-ei--F02075.jpg	FV0449	Maireana brevifolia	(R. Br.) P.G. Wilson	NO	NO	-	Introducido seguro invasor	Especie introducida		F02075	18/05/2024	27.7408782222222	-15.5965644166667	47.422	Mato azul, pinillo de Mairena	Terrestre	Magnoliopsida	Chenopodiaceae	No endémico	Plantae	Spermatophyta	NA	Caryophyllales	Cs Fs
images/dropbox_links_plantae/FV0450-Maireana brevifolia-(R. Br.) P.G. Wilson-eg_no-ee_no--isi-ei--F02075.jpg	FV0450	Maireana brevifolia	(R. Br.) P.G. Wilson	NO	NO	-	Introducido seguro invasor	Especie introducida		F02075	18/05/2024	27.7372650833333	-15.595523	61.6	Mato azul, pinillo de Mairena	Terrestre	Magnoliopsida	Chenopodiaceae	No endémico	Plantae	Spermatophyta	NA	Caryophyllales	Cs Fs
images/dropbox_links_plantae/FV0452-Schizogyne glaberrima-DC-eg_no-ee_si--ns--TC-F01647.jpg	FV0452	Schizogyne glaberrima	DC	NO	SI	-	Nativo seguro	Especie nativa	TC	F01647	18/05/2024	27.7429438611111	-15.5967402222222	51.607	Salado verde	Terrestre	Magnoliopsida	Asteraceae	Endémico	Plantae	Spermatophyta	NA	Asterales	Ts Cs Fs
images/dropbox_links_plantae/FV0453-Maireana brevifolia-(R. Br.) P.G. Wilson-eg_no-ee_no--isi-ei--F02075.jpg	FV0453	Maireana brevifolia	(R. Br.) P.G. Wilson	NO	NO	-	Introducido seguro invasor	Especie introducida		F02075	18/05/2024	27.7638931944444	-15.6003803333333	106.776	Mato azul, pinillo de Mairena	Terrestre	Magnoliopsida	Chenopodiaceae	No endémico	Plantae	Spermatophyta	NA	Caryophyllales	Cs Fs
images/dropbox_links_plantae/FV0454-Maireana brevifolia-(R. Br.) P.G. Wilson-eg_no-ee_no--isi-ei--F02075.jpg	FV0454	Maireana brevifolia	(R. Br.) P.G. Wilson	NO	NO	-	Introducido seguro invasor	Especie introducida		F02075	18/05/2024	27.7639683333333	-15.6004382777778	104.662	Mato azul, pinillo de Mairena	Terrestre	Magnoliopsida	Chenopodiaceae	No endémico	Plantae	Spermatophyta	NA	Caryophyllales	Cs Fs
images/dropbox_links_plantae/FV0455-Nicotiana glauca-Graham-eg_no-ee_no--isi-ei-TC_LHR_HMRN-F01107.jpg	FV0455	Nicotiana glauca	Graham	NO	NO	-	Introducido seguro invasor	Especie introducida	TC_LHR_HMRN	F01107	18/05/2024	27.7640120833333	-15.6004423055556	109.111	Tabaco moruno, aciculito, alenturero, gandul, bobo, venenero, tabaco moro, mimo, hediondo, tabaco moruno, calenturero, Mustard tree, tree tobacco	Terrestre	Magnoliopsida	Solanaceae	No endémico	Plantae	Spermatophyta	NA	Solanales	Hs Ps Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV0456-Maireana brevifolia-(R. Br.) P.G. Wilson-eg_no-ee_no--isi-ei--F02075.jpg	FV0456	Maireana brevifolia	(R. Br.) P.G. Wilson	NO	NO	-	Introducido seguro invasor	Especie introducida		F02075	18/05/2024	27.7642666944444	-15.6003891666667	106.486	Mato azul, pinillo de Mairena	Terrestre	Magnoliopsida	Chenopodiaceae	No endémico	Plantae	Spermatophyta	NA	Caryophyllales	Cs Fs
images/dropbox_links_plantae/FV0457-Maireana brevifolia-(R. Br.) P.G. Wilson-eg_no-ee_no--isi-ei--F02075.jpg	FV0457	Maireana brevifolia	(R. Br.) P.G. Wilson	NO	NO	-	Introducido seguro invasor	Especie introducida		F02075	18/05/2024	27.7616771666667	-15.5989697222222	86.804	Mato azul, pinillo de Mairena	Terrestre	Magnoliopsida	Chenopodiaceae	No endémico	Plantae	Spermatophyta	NA	Caryophyllales	Cs Fs
images/dropbox_links_plantae/FV0460-Schizogyne glaberrima-DC-eg_no-ee_si--ns--TC-F01647.jpg	FV0460	Schizogyne glaberrima	DC	NO	SI	-	Nativo seguro	Especie nativa	TC	F01647	18/05/2024	27.7629963888889	-15.5997120277778	74.576	Salado verde	Terrestre	Magnoliopsida	Asteraceae	Endémico	Plantae	Spermatophyta	NA	Asterales	Ts Cs Fs
images/dropbox_links_plantae/FV0461-Schizogyne glaberrima-DC-eg_no-ee_si--ns--TC-F01647.jpg	FV0461	Schizogyne glaberrima	DC	NO	SI	-	Nativo seguro	Especie nativa	TC	F01647	18/05/2024	27.7629763055556	-15.5996465277778	90.527	Salado verde	Terrestre	Magnoliopsida	Asteraceae	Endémico	Plantae	Spermatophyta	NA	Asterales	Ts Cs Fs
images/dropbox_links_plantae/FV0462-Euphorbia balsamifera-Aiton-eg_no-ee_no--ns---F02227.jpg	FV0462	Euphorbia balsamifera	Aiton	NO	NO	-	Nativo seguro	Especie nativa		F02227	18/05/2024	27.7639045833333	-15.5999652777778	98.766	Tabaiba dulce	Terrestre	Magnoliopsida	Euphorbiaceae	No endémico	Plantae	Spermatophyta	NA	Malpighiales	Hs Ps Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV0463-Launaea arborescens-(Batt.) Murb.-eg_no-ee_no--ns--CC_LHR-F01584.jpg	FV0463	Launaea arborescens	(Batt.) Murb.	NO	NO	-	Nativo seguro	Especie nativa	CC_LHR	F01584	18/05/2024	27.7634118055556	-15.6029238611111	117.71	Ahulaga, aulaga, julaga	Terrestre	Magnoliopsida	Asteraceae	No endémico	Plantae	Spermatophyta	NA	Asterales	Hs Ps Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV0464-Maireana brevifolia-(R. Br.) P.G. Wilson-eg_no-ee_no--isi-ei--F02075.jpg	FV0464	Maireana brevifolia	(R. Br.) P.G. Wilson	NO	NO	-	Introducido seguro invasor	Especie introducida		F02075	18/05/2024	27.7633793333333	-15.6029095555556	116.345	Mato azul, pinillo de Mairena	Terrestre	Magnoliopsida	Chenopodiaceae	No endémico	Plantae	Spermatophyta	NA	Caryophyllales	Cs Fs
images/dropbox_links_plantae/FV0467-Sonchus leptocephalus-Cass.-eg_no-ee_si--ns--LRH_ER_ZU-F01574.jpg	FV0467	Sonchus leptocephalus	Cass.	NO	SI	-	Nativo seguro	Especie nativa	LRH_ER_ZU	F01574	19/05/2024	27.9378738055556	-15.5132640277778	1061.028	balillo alpispillo,alpípere	Terrestre	Magnoliopsida	Asteraceae	Endémico	Plantae	Spermatophyta	NA	Asterales	Gs Ts Cs Fs Ld
images/dropbox_links_plantae/FV0469-Sonchus leptocephalus-Cass.-eg_no-ee_si--ns--LRH_ER_ZU-F01574.jpg	FV0469	Sonchus leptocephalus	Cass.	NO	SI	-	Nativo seguro	Especie nativa	LRH_ER_ZU	F01574	19/05/2024	27.9378933888889	-15.5132927777778	1058.622	balillo alpispillo,alpípere	Terrestre	Magnoliopsida	Asteraceae	Endémico	Plantae	Spermatophyta	NA	Asterales	Gs Ts Cs Fs Ld
images/dropbox_links_plantae/FV0470-Lavandula canariensis-Mill.-eg_no-ee_si--ns---E09113.jpg	FV0470	Lavandula canariensis	Mill.	NO	SI	-	Nativo seguro	Especie nativa		E09113	19/05/2024	27.9379458611111	-15.5133236666667	1057.812	Matorrisco común, hierba risco, chivera, lavanda	Terrestre	Magnoliopsida	Lamiaceae	Endémico	Plantae	Spermatophyta	NA	Lamiales	Hs Ps Gs Ts Cs Fs Ls
images/dropbox_links_plantae/FV0472-Kleinia neriifolia-Haw.-eg_no-ee_si--ns--TC_BT_LHR_ZU-F01578.jpg	FV0472	Kleinia neriifolia	Haw.	NO	SI	-	Nativo seguro	Especie nativa	TC_BT_LHR_ZU	F01578	19/05/2024	27.9379302222222	-15.5134221944444	1063.151	Verode, verol	Terrestre	Magnoliopsida	Asteraceae	Endémico	Plantae	Spermatophyta	NA	Asterales	Hs Ps Gs Ts Cs Fs Ls
